video_on,num_clients,topology,vpn,vpn_topology,total_packets,total_bytes,avg_bytes,std_bytes,median_bytes,max_bytes,total_packets_in,total_bytes_in,avg_bytes_in,std_bytes_in,median_bytes_in,max_bytes_in,total_packets_out,total_bytes_out,avg_bytes_out,std_bytes_out,median_bytes_out,max_bytes_out,avg_inter_arr,std_inter_arr,median_inter_arr,max_inter_arr
True,8,tiered,ipsec,ptp,658460,321599549,488.41167117212893,422.07543522929103,488.0,1480,252469,150677473,596.8157397541877,470.371919558164,797.0,1214,382582,168349742,440.03570999158353,375.9800943854453,435.0,1214,0.0007351688297101956,0.0008154028519706012,0.0004990100860595703,0.05680990219116211
False,5,tiered,ipsec,ptp,95672,8378868,87.57910360398027,41.56441184238029,78.0,1480,41349,3141965,75.986480930615,24.42241935512917,72.0,547,40467,3724489,92.0376850273062,31.012425916398733,87.0,357,0.0046233742105853595,0.0037936413171614954,0.0037679672241210938,0.021134138107299805
False,5,tiered,ipsec,ptp,96339,8442661,87.63492458921101,40.51630278937184,77.0,1480,41368,3260995,78.82892573970219,18.959498258466,72.0,548,41054,3617444,88.11428849807571,29.111573895010473,79.0,357,0.0046258046028966595,0.00328987678293269,0.004179954528808594,0.019294023513793945
False,5,tiered,ipsec,ptp,99292,8903860,89.67348829714378,42.30724973180373,79.0,1480,41251,3217918,78.00824222443093,24.694045017712607,72.0,547,44139,4122248,93.3924194023426,30.644570749550656,92.0,357,0.004632663177721428,0.0043176278925463035,0.0032520294189453125,0.022873878479003906
False,3,tiered,wireguard,ptp,9133,6620560,724.9052885141793,662.7071323132511,176.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,tiered,wireguard,ptp,9085,6614248,728.0405063291139,663.1366069834633,176.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,tiered,wireguard,ptp,9238,6678112,722.8958649058238,662.2378640740855,176.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,8,tiered,wireguard,ptp,242631,54905296,226.2913477667734,309.2646578273624,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,8,tiered,wireguard,ptp,291629,62684876,214.94733376996115,282.2681378006901,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,8,tiered,wireguard,ptp,273850,59400268,216.9080445499361,291.43488238801484,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,tiered,wireguard,ptp,10641,6965788,654.617799079034,644.5091556735814,160.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,tiered,wireguard,ptp,9654,6765688,700.8170706442925,658.3503503238595,176.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,tiered,wireguard,ptp,10637,7008624,658.8910407069662,644.9681456224301,160.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,tiered,wireguard,ptp,292856,172053784,587.503018548365,458.9701700724991,576.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,tiered,wireguard,ptp,283296,169964944,599.9553258782333,459.1561229697469,624.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,tiered,wireguard,ptp,287627,170951428,594.3511144642193,458.4626628059161,608.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,wireguard,ptp,722433,392039980,542.6662126453249,437.2408804381982,192.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,wireguard,ptp,624029,377429968,604.8276089733009,440.5549758769835,672.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,wireguard,ptp,695544,388128664,558.0217268785296,438.80365373733093,512.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,tiered,wireguard,ptp,96346,25091632,260.43252444315283,366.735351214066,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,tiered,wireguard,ptp,106994,26855272,250.9979251172963,347.8920840819246,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,tiered,wireguard,ptp,92820,24602548,265.0565395388925,373.6273183093034,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,hdumb,ipsec,sts,464453,249266976,536.6893442393525,426.8939547598181,412.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,hdumb,ipsec,sts,453205,247926392,547.0513167330457,426.07761313655686,436.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,hdumb,ipsec,sts,448022,246509684,550.2178107325087,428.10532806615726,452.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,hdumb,ipsec,sts,174390,39620664,227.19573370032685,312.2317627885041,140.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,hdumb,ipsec,sts,180338,40251580,223.2007674477925,307.6708057737226,140.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,hdumb,ipsec,sts,159464,37353960,234.2469773742036,326.0480258074479,140.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,hdumb,ipsec,sts,74081,19340008,261.0656983572036,365.8729307023255,144.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,hdumb,ipsec,sts,80986,20372068,251.55049020818413,350.7143922743864,144.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,hdumb,ipsec,sts,77503,19779472,255.20911448589086,356.00158781125566,144.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,hdumb,ipsec,sts,220302,120765468,548.1814418389301,436.3835687009461,420.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,hdumb,ipsec,sts,217373,120453636,554.1333836309017,436.83734120575167,432.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,hdumb,ipsec,sts,219929,120744405,549.0153867839166,436.165055000063,420.0,1480,25,14981,599.24,492.3749655157811,638.0,1214,11,2240,203.63636363636363,245.15434841229012,48.0,636,0.0009906689325968425,0.0011513619659265938,0.0006275177001953125,0.004647016525268555
True,5,hdumb,ipsec,ptp,476577,234913130,492.91747188806846,438.6845226477609,360.0,1480,152265,92110244,604.9337930581552,469.79523211334117,824.0,1214,188869,70889298,375.33580418173443,328.177630737844,306.0,1214,0.001301439374768276,0.001356633114161837,0.0009150505065917969,0.0809478759765625
True,5,hdumb,ipsec,ptp,478638,235624286,492.2807758681927,440.15335780097655,357.0,1480,151900,91905248,605.037840684661,469.6958392828134,827.0,1214,191140,70886934,370.8639426598305,328.5094823511583,294.0,1214,0.0013024407861931208,0.001314155440585285,0.0009241104125976562,0.04184913635253906
True,5,hdumb,ipsec,ptp,467857,234555892,501.340990943814,441.14678074688044,382.0,1480,151906,91934991,605.2097415506959,469.29376695758475,827.0,1214,182314,70189421,384.9919424728765,329.59437658030527,327.0,1214,0.001303410111812123,0.0013298797468969828,0.0009179115295410156,0.025986909866333008
False,5,hdumb,ipsec,ptp,192589,40915654,212.4506280213304,381.17997972955584,88.0,1480,42805,3567934,83.35320640112137,21.907985695205333,75.0,547,73780,6649472,90.1256709135267,25.95962905154403,80.0,357,0.004627271680428195,0.0033713385503302052,0.004132986068725586,0.033805131912231445
False,5,hdumb,ipsec,ptp,188679,40253244,213.3424705452117,382.33395773441663,88.0,1480,42876,3478986,81.14063811922755,20.139980082353002,75.0,546,70803,6442618,90.99357371862774,27.03314937563544,79.0,357,0.004637191299794367,0.003926167078373189,0.0035698413848876953,0.08025813102722168
False,5,hdumb,ipsec,ptp,199706,41783705,209.22608734840216,377.21542738290515,88.0,1480,42944,3603830,83.91929023845007,22.794420287752892,76.0,547,79193,7087083,89.49128079501976,25.62421396481539,78.0,357,0.004625565798673538,0.003772756111834724,0.003885030746459961,0.0416109561920166
False,3,hdumb,ipsec,ptp,104139,31141837,299.0410605056703,478.68777894369816,113.0,1480,21077,1934870,91.80006642311524,28.213412661527354,78.0,547,18920,1753335,92.67098308668076,31.242153299737552,95.0,357,0.00937129223136301,0.00616994541492817,0.008924484252929688,0.14844107627868652
False,3,hdumb,ipsec,ptp,111018,32002156,288.2609666900863,467.0790819715053,114.0,1480,21256,1869583,87.95554196462176,27.95116299766388,77.0,546,26146,2469841,94.46343608965043,29.725795725798612,92.0,357,0.009353673903977441,0.005729741104768725,0.009415149688720703,0.03116297721862793
False,3,hdumb,ipsec,ptp,108992,32632590,299.40353420434525,478.72386856740667,116.0,1480,21222,1776844,83.72651022523796,32.74362506060645,75.0,546,25414,2550614,100.36255607145668,31.20790095188388,115.0,357,0.009356009005758732,0.006107994651294652,0.009155035018920898,0.03987407684326172
True,3,hdumb,ipsec,ptp,249076,126941299,509.64885817983264,466.7348241782626,332.0,1480,75012,46429179,618.9566869300912,467.9137595202205,868.0,1214,61768,18886944,305.77230928636186,280.8071443509164,131.0,1214,0.0026467669811290227,0.0026745485856613047,0.001956939697265625,0.03934121131896973
True,3,hdumb,ipsec,ptp,245878,125940524,512.2073711352784,465.7869803359545,342.0,1480,74986,46240094,616.6496946096605,469.20568430473736,866.0,1214,60646,18897670,311.60620650990995,279.6651735683478,135.0,1214,0.002643241072810713,0.0026116049999672327,0.001981019973754883,0.026051044464111328
True,3,hdumb,ipsec,ptp,248069,125369883,505.38311115052664,464.2748554946885,327.0,1480,75016,46259950,616.6677775407913,468.49658649170624,864.0,1214,62159,18933813,304.6029215399218,279.71844670909456,131.0,1214,0.00264568972776693,0.0025361390597476983,0.0019969940185546875,0.023684978485107422
True,5,hdumb,wireguard,sts,465698,250575120,538.0635519156191,426.7579323956463,416.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,hdumb,wireguard,sts,453975,248924992,548.3231279255466,427.5601830532855,448.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,hdumb,wireguard,sts,450424,248546624,551.805907322878,427.3153808962867,448.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,hdumb,wireguard,sts,162852,38419012,235.91366394026477,318.1156067540861,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,hdumb,wireguard,sts,178796,40729768,227.8002192442784,304.6485492405729,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,hdumb,wireguard,sts,164940,38991132,236.39585303746816,314.9322425569819,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,hdumb,wireguard,sts,11399,9556496,838.3626633915255,662.3796943708244,1452.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,hdumb,wireguard,sts,76458,20022340,261.8737084412357,353.3603722042772,160.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,hdumb,wireguard,sts,78118,20145912,257.89078061394304,350.39538253638943,144.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,hdumb,wireguard,sts,218720,121288424,554.5374177029993,435.663916707869,432.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,hdumb,wireguard,sts,223992,121965728,544.5093039037108,434.97050518168373,416.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,hdumb,wireguard,sts,222225,121823480,548.1988075149061,434.95130588833734,416.0,1452,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,hdumb,wireguard,ptp,478552,235466174,492.03884635316535,437.43506469139635,352.0,1452,150822,91122796,604.1744307859597,468.6807749204602,819.0,1214,201919,71600830,354.60174624478134,325.56567146338665,133.0,1214,0.0013057297860580726,0.0017232456283656711,0.0007328987121582031,0.05689692497253418
True,5,hdumb,wireguard,ptp,473450,235527250,497.4701658042032,439.12217537643573,367.0,1452,151364,91489752,604.4353479030681,470.09141414055097,825.0,1214,197893,71321330,360.4035008817897,326.7866602957857,144.0,1214,0.0013030197136145209,0.001736131411440611,0.0007021427154541016,0.05234193801879883
True,5,hdumb,wireguard,ptp,481311,237002273,492.40984103833074,439.0822585290066,351.0,1452,151232,91316439,603.8169104422344,469.30470329309566,817.0,1214,203369,71682586,352.4754805304643,325.5996343174648,132.0,1214,0.0013047898647554716,0.0017819191509990486,0.000701904296875,0.10049891471862793
False,5,hdumb,wireguard,ptp,199412,43400055,217.6401370027882,380.4455323162136,96.0,1452,42770,3573902,83.56095393967735,22.806435460199076,77.0,546,87210,7675677,88.01372549019608,24.463241597072436,78.0,358,0.00462059947466532,0.004030154569423391,0.0036690235137939453,0.050972938537597656
False,5,hdumb,wireguard,ptp,189723,40886093,215.50414551741224,378.8270853884533,96.0,1452,42682,3312972,77.61988660325196,16.327401241712323,75.0,546,84523,7710921,91.22867148586775,26.087839235411195,79.0,358,0.004629042995380753,0.004052614679981678,0.003554821014404297,0.05114483833312988
False,5,hdumb,wireguard,ptp,199988,43281177,216.41887013220793,379.78735759862246,96.0,1452,42639,3517250,82.48903585918994,21.10517500153458,76.0,546,91023,8069603,88.65454885029058,24.059787348445255,79.0,358,0.004632747689422532,0.0039485388283571655,0.003746509552001953,0.05029797554016113
False,3,hdumb,wireguard,ptp,94143,30906970,328.2981209436708,492.33016048516225,120.0,1452,21276,1903426,89.46352697875541,24.68675739045639,77.0,548,21618,2021824,93.5250254417615,30.46245383485925,94.0,358,0.009342979090474327,0.006635025255414255,0.008443117141723633,0.12120509147644043
False,3,hdumb,wireguard,ptp,97599,31995295,327.8240043443068,493.35749945253383,120.0,1452,21264,1829537,86.03917419112115,25.32069284488262,76.0,545,25265,2398562,94.93615673857114,29.837707539248466,99.0,358,0.009355220566832861,0.006615738832628978,0.007989883422851562,0.058609962463378906
False,3,hdumb,wireguard,ptp,96589,31403494,325.1249521167007,489.8954103224121,119.0,1452,21298,1925356,90.4007888064607,24.89063543379085,78.0,546,24325,2208782,90.80295991778006,28.65750680686836,82.0,359,0.009341840156956044,0.006296978451818178,0.008384943008422852,0.050891876220703125
True,3,hdumb,wireguard,ptp,236104,126295426,534.9143851861892,464.75195513972335,389.0,1452,75131,46459153,618.3752778480255,467.59540559202924,864.0,1214,60204,18711425,310.8003621021859,282.21751888025517,135.0,1214,0.0026447579115887036,0.0028987309121454004,0.0017790794372558594,0.05110502243041992
True,3,hdumb,wireguard,ptp,242137,127269086,525.6077592437339,467.4442973102881,364.0,1452,74664,45844417,614.0096565948784,470.0474854770442,861.0,1214,66806,19266461,288.3941711822291,274.78427426761607,127.0,1214,0.0026511721483739497,0.0028891558885342883,0.001806020736694336,0.05326700210571289
True,3,hdumb,wireguard,ptp,239192,125859057,526.1842243887755,463.85660596076235,368.0,1452,74768,46133991,617.02855499679,467.1883268141709,860.0,1214,62818,18842458,299.9531662899169,280.51717320238185,128.0,1214,0.0026497861194137375,0.002992807904098116,0.0017240047454833984,0.048587799072265625
True,8,tiered,ipsec,sts,885754,428735361,484.03434926627483,426.83951375146876,180.0,1480,85,42733,502.74117647058824,448.57388181990757,317.0,1189,0,0,nan,nan,nan,nan,0.0006303815614609491,0.0007388191225728464,0.00045049190521240234,0.003226041793823242
True,8,tiered,ipsec,sts,908941,431648952,474.89215691667556,425.36940746007167,180.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,ipsec,sts,883542,440798812,498.89966973839387,427.10647795812804,188.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,ipsec,sts,918144,438450652,477.5401810609229,425.4332429258521,180.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,ipsec,sts,905769,440879392,486.7459495743396,424.1226818752504,184.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,ipsec,sts,898689,445821864,496.08025023117006,424.5434348206108,188.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,ipsec,sts,832375,437228840,525.2786784802523,427.9820675192262,340.0,1480,91,52960,581.978021978022,471.9959269603448,681.0,1212,0,0,nan,nan,nan,nan,0.0005965683195326063,0.0006216178471377419,0.0004401206970214844,0.002262115478515625
True,8,tiered,ipsec,sts,903800,416291620,460.6014826289002,423.1275808053089,168.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,8,tiered,ipsec,sts,892091,418875940,469.5439590804077,423.5448729324474,180.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,tiered,ipsec,sts,466397,246280196,528.0484136904826,427.00351462059194,392.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,tiered,ipsec,sts,440964,242347856,549.586487785851,428.1522837105074,448.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,5,tiered,ipsec,sts,447289,243709745,544.8596880316753,428.17093808494286,436.0,1480,49,24637,502.7959183673469,438.14989727602716,569.0,1187,0,0,nan,nan,nan,nan,0.0009487917025883993,0.000999682156008722,0.0007735490798950195,0.0038640499114990234
False,8,tiered,ipsec,sts,354911,73548712,207.23142421621196,279.2578008781598,140.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,8,tiered,ipsec,sts,364828,75053028,205.7216770642604,276.8533624119818,140.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,8,tiered,ipsec,sts,371811,75899336,204.1341864549462,272.9117169583204,140.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,tiered,ipsec,sts,176727,40433004,228.78792714186287,312.0285848330458,144.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,tiered,ipsec,sts,159100,37217932,233.92791954745442,326.1945899666626,140.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,5,tiered,ipsec,sts,171129,39769424,232.39441590846673,315.63292544731576,144.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,tiered,ipsec,sts,84420,20797640,246.35915659796257,344.6558198245052,144.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,tiered,ipsec,sts,78071,19920524,255.1590731513622,357.6913797383335,144.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
False,3,tiered,ipsec,sts,78268,19980948,255.28885368222006,357.23733206884265,144.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,tiered,ipsec,sts,218203,120200164,550.8639386259584,436.7941832283184,424.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
True,3,tiered,ipsec,sts,214870,119552382,556.3940149858054,436.9947962603793,436.0,1480,19,8374,440.7368421052632,396.80611583902214,247.0,1016,0,0,nan,nan,nan,nan,0.00208894411722819,0.0023079111917771616,0.001315474510192871,0.007798910140991211
True,3,tiered,ipsec,sts,221588,120826340,545.2747441197176,436.3352409834163,412.0,1480,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
